article,best_available_tier,rendered_tier_before,rendered_tier_after,action,at_best_tier,source_file
vir/content/16/3/285,tier3-abstract,missing,tier3-abstract,abstract,yes,html/1bb5fc8d65bae71fa8dbb772fe196242f068f018.00102658.html
vir/content/16/3/299,tier3-abstract,missing,tier3-abstract,abstract,yes,html/d026077bd1bcd5a65cfb22df0235f1b93311c067.00102659.html
vir/content/16/3/313,tier3-abstract,missing,tier3-abstract,abstract,yes,html/735f6cdce9e0bf9dd99810629b908f53a908d808.00102660.html
vir/content/16/3/327,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/16/3/339,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/16/3/349,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4d4af25d6abbf593489e97ab844bdd965d3a59dd.00102661.html
vir/content/16/3/359,tier3-abstract,missing,tier3-abstract,abstract,yes,html/fa1e6d7368ece4a4bb654676486f6061d05a457c.00102662.html
vir/content/16/3/373,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7b78da6f075b3bdd5fea033809b0a202183aae64.00102663.html
vir/content/16/3/381,tier3-abstract,missing,tier3-abstract,abstract,yes,html/c9fa53b02ac57d5ded42c56327ff8108d706500b.00102664.html
vir/content/16/3/391,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a86d4363ded6d75ea88c11cec06bb377b19c8817.00102665.html
vir/content/16/3/399,tier3-abstract,missing,tier3-abstract,abstract,yes,html/96a1c9ddc47ae1421129fe0c273db46081c2fc45.00102666.html
vir/content/16/3/405,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/16/3/409,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7970e7be10d1838bae9857c2bbd8a4a6f8152c24.00102667.html
vir/content/16/3/413,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b9929a227041ba28ce66e10fef65bfaaa6261e78.00102668.html
vir/content/16/3/419,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b254e3595848c5cc3dfaed11ce1971c837d32202.00102669.html
vir/content/16/3/423,tier3-abstract,missing,tier3-abstract,abstract,yes,html/acb8cddd2b5f621536da37140f19f59e6f325ea3.00102670.html
vir/content/16/3/429,tier3-abstract,missing,tier3-abstract,abstract,yes,html/d32cccc364d8b0f6dc0e674afeac97722439051f.00102671.html
vir/content/16/3/435,tier3-abstract,missing,tier3-abstract,abstract,yes,html/eef23fa83bffc9e3dfe56e886dadec5fa8002e07.00102672.html
vir/content/16/3/441,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/1/1,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2e92d60c38484efab0dd2ad978ca433923394dd2.00102673.html
vir/content/17/1/107,tier3-abstract,missing,tier3-abstract,abstract,yes,html/132d7be12f02b5ebabcb05d5eb426bf28c92efc9.00102674.html
vir/content/17/1/111,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4a37b2eca0e50ebed0bed28afd35b911f7266995.00102675.html
vir/content/17/1/119,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3b1c01c98aefc04539f9a17e6df49e0808d4e8fb.00102676.html
vir/content/17/1/125,tier3-abstract,missing,tier3-abstract,abstract,yes,html/96dbce2424439a6cdb879cb3e03919ae42b50e7c.00102677.html
vir/content/17/1/129,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f3ff6fc3c3c8ffc87eef602343f742bb5580b41c.00102678.html
vir/content/17/1/13,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/1/133,tier4-stub,missing,tier4-stub,stub,yes,html/82f388f1b672622503431d23c56236d776acc77f.00102679.html
vir/content/17/1/137,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2d057da798a05e0f7b924ef6a0dc346c4f4a7724.00102680.html
vir/content/17/1/143,tier3-abstract,missing,tier3-abstract,abstract,yes,html/906352e4b61832de92331bad5b58319dbb3a3c75.00102681.html
vir/content/17/1/31,tier3-abstract,missing,tier3-abstract,abstract,yes,html/da25fb54c6ee27d8bf3a6b4658e0c8d8636d811a.00102682.html
vir/content/17/1/49,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/9ffefa1705bf6250f5593c8c6dc2e9fd3e3d7258.00128323.pdf
vir/content/17/1/55,tier3-abstract,missing,tier3-abstract,abstract,yes,html/9537160f454f335b7bb627cce06b52f00716b75c.00102683.html
vir/content/17/1/69,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/1/81,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/d12d3f637feb9a6a9941bcf75b73f85b11dc0934.00144473.pdf
vir/content/17/1/91,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0f8622707fd6846d513850dc13a2142f4de15ea5.00102684.html
vir/content/17/1/99,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/2/147,tier3-abstract,missing,tier3-abstract,abstract,yes,html/9507712efc7109be1f97d7d1ef57aa847ac21384.00102685.html
vir/content/17/2/157,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b607754f09406449c808cc02774ad26ec83f4d17.00102686.html
vir/content/17/2/163,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a79eadcda85d5ce2cbe2f89e57b4711c4587916a.00102687.html
vir/content/17/2/177,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/2/185,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b61739e9a88554dd7e17cb728d45344ba5b78388.00102688.html
vir/content/17/2/197,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7f37abd7e1a7db33313920661db7b704d74fe370.00102689.html
vir/content/17/2/213,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/2/221,tier4-stub,tier4-stub,tier4-stub,stub,yes,
vir/content/17/2/227,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/2/233,tier3-abstract,missing,tier3-abstract,abstract,yes,html/6a37d038f13d9e066511840539b6edf7c3cf75d4.00102690.html
vir/content/17/2/237,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/2/241,tier3-abstract,missing,tier3-abstract,abstract,yes,html/386478d953cb5e7b153a927224465ffb16c024eb.00102691.html
vir/content/17/3/245,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/3/255,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/0b355ca6c9d313aabfd562b46255f32112abdee1.00102692.html
vir/content/17/3/265,tier3-abstract,missing,tier3-abstract,abstract,yes,html/993a3da05544c43dd11b815e00a4a7c040bf44c8.00102693.html
vir/content/17/3/281,tier3-abstract,missing,tier3-abstract,abstract,yes,html/d0d490e13446b563b7c88343b6015e651cb50098.00102694.html
vir/content/17/3/289,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/3/295,tier3-abstract,missing,tier3-abstract,abstract,yes,html/bf5a898acca8eeec3712b6990ce49f9648b0ea68.00102695.html
vir/content/17/3/307,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4d6ca1d11d857bf88171913c726a0c6956f0304c.00102696.html
vir/content/17/3/317,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/3/333,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/3/337,tier3-abstract,missing,tier3-abstract,abstract,yes,html/48bb80791c1d903ec6d6692065a368b9b8042604.00102697.html
vir/content/17/3/343,tier3-abstract,missing,tier3-abstract,abstract,yes,html/c506b2e6b1031e79fd97d3875a225cf6ea0b67b5.00102698.html
vir/content/17/3/349,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/17/3/355,tier4-stub,missing,tier4-stub,stub,yes,html/724ace1f3fbd4f9c80ce96025b288fdc70e4eb89.00102699.html
vir/content/17/3/361,tier4-stub,missing,tier4-stub,stub,yes,html/abb04b2a004917c72784fcd73a707b48779a31f3.00102700.html
vir/content/18/1/1,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/1/21,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/1/33,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/1/51,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e4f3f4dffb5371bd90a4a4127cceb2d6499f04e5.00102701.html
vir/content/18/1/61,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/724c054cc5fee591753427154c158cbfc483419d.00038808.html
vir/content/18/1/65,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/1/69,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/1/75,tier3-abstract,missing,tier3-abstract,abstract,yes,html/27442db3c61b11b073aa78fe18ec9645f380b7e2.00102703.html
vir/content/18/1/79,tier3-abstract,missing,tier3-abstract,abstract,yes,html/d6bd95efad2931821deb045ef3341c744a72ff93.00102704.html
vir/content/18/1/83,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e1bccb214cb22ae46978edc7006de1cfefddceff.00102705.html
vir/content/18/1/87,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/2/111,tier3-abstract,missing,tier3-abstract,abstract,yes,html/509a4de7446fc511c0e6f1e3dead03a6bf0191ad.00102706.html
vir/content/18/2/119,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f412f5bf99ba1d55a72011a8eadce272b029c3cc.00102707.html
vir/content/18/2/127,tier3-abstract,missing,tier3-abstract,abstract,yes,html/74b3232ef04739eb1489339a99ef18bb769d9527.00102708.html
vir/content/18/2/135,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ac220785994ffb0ef899501ea266a90db22c918e.00102709.html
vir/content/18/2/143,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/2/153,tier3-abstract,missing,tier3-abstract,abstract,yes,html/d7234cde4808e840c9c52044aedb5a984595822b.00102710.html
vir/content/18/2/163,tier4-stub,missing,tier4-stub,stub,yes,html/523ebbb2c8149341a13245faad9a8f8a00e008b5.00102711.html
vir/content/18/2/171,tier3-abstract,missing,tier3-abstract,abstract,yes,html/66e884fa3c6833208d415297e1cc516912158cb9.00102712.html
vir/content/18/2/181,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f1b2f668926a070123dd69f3984c77afac2dfaff.00102713.html
vir/content/18/2/189,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8370a1fb7b6866b62d3cded21a4c4a117715f7ea.00102714.html
vir/content/18/2/195,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a03ffb86df16950e35bb0077310e9283e07e3171.00102715.html
vir/content/18/2/201,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/2/203,tier3-abstract,missing,tier3-abstract,abstract,yes,html/00060c4f74c4d8ff96550fbf4ba74498c4023f5f.00102716.html
vir/content/18/2/207,tier3-abstract,missing,tier3-abstract,abstract,yes,html/150a8613be147897a644e3bc97500e156e3559ef.00102717.html
vir/content/18/2/211,tier3-abstract,missing,tier3-abstract,abstract,yes,html/1cca078cbed4824e5c2074754155a5a13c363795.00102718.html
vir/content/18/2/91,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/3/215,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8b075725d061703aa050ddf1f220e3e31a68ce42.00102719.html
vir/content/18/3/223,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0418e471be0dc74eac29e7ea848d34e0cb5d748a.00102720.html
vir/content/18/3/237,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e1a91688ed040b1830221c7274e534a48e2f8b86.00102721.html
vir/content/18/3/247,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/3/255,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/3/267,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7a22c05870bf92d513209709e728d1b7ed0a7e3b.00102722.html
vir/content/18/3/281,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/3/291,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2167fb0c3ba7bc93e93a0cb0edf1076eb689ec6a.00102723.html
vir/content/18/3/305,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/3/319,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8f57667accc7403312e63214ede05044d168abe6.00102724.html
vir/content/18/3/329,tier3-abstract,missing,tier3-abstract,abstract,yes,html/1c6980196f6e53a8353249ddffce852dab3d5b31.00102725.html
vir/content/18/3/347,tier3-abstract,missing,tier3-abstract,abstract,yes,html/28eb90ca5eb51d2cd1df2a02c3ef33a9a8f13024.00102726.html
vir/content/18/3/359,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/18801aaf263d882381610af9e7e4cd25a4858eed.00128378.pdf
vir/content/18/3/369,tier3-abstract,missing,tier3-abstract,abstract,yes,html/930095fa63320ddc7a9c908dbbbb16ff5a6b294b.00102727.html
vir/content/18/3/375,tier3-abstract,missing,tier3-abstract,abstract,yes,html/16f0bab35313fd4d9b8cc2f51bb642f90f49bd0b.00102728.html
vir/content/18/3/381,tier3-abstract,missing,tier3-abstract,abstract,yes,html/60e97d4463c2753e8d2fc697d1f368a76df04995.00102729.html
vir/content/18/3/385,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/18/3/393,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b5e86ed546ffb9674e38675da76d3c6b728f7d3f.00102730.html
vir/content/18/3/399,tier3-abstract,missing,tier3-abstract,abstract,yes,html/db9e46f05bdc5eb0b527b30e0c6e6ce9944532c2.00102731.html
vir/content/18/3/405,tier3-abstract,missing,tier3-abstract,abstract,yes,html/72e2dcd5ff49cb4cdbfbbdd2ff091fa3021e2105.00102732.html
vir/content/18/3/409,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/1/1,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/1/145,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3b5e21a77eb50d3463f7a31720c2ffee96e80ee3.00102733.html
vir/content/19/1/151,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/1/65,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a05c376558af5fc1f2e36220d4eb101a5a278585.00102734.html
vir/content/19/1/81,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/2/165,tier3-abstract,missing,tier3-abstract,abstract,yes,html/181613fbdcbf0d1dfe8dc62cbf4a194d0808c2dc.00102735.html
vir/content/19/2/175,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/2/189,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/2/201,tier3-abstract,missing,tier3-abstract,abstract,yes,html/36a17df68321b7a7fef993f98ab544501cce51be.00102736.html
vir/content/19/2/217,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/2/235,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4ebbf4ffd1047c4adfcfa8d4142b0c46dac6b1e3.00102737.html
vir/content/19/2/245,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4ac9c80f253a22458486067b7a3324cb41cb58e9.00102738.html
vir/content/19/2/279,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f1fe3c0196e594f04d0ea0106beccfbb469cd8a2.00102739.html
vir/content/19/3/285,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/3/295,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/3/301,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/3/311,tier3-abstract,missing,tier3-abstract,abstract,yes,html/387ead7ac6303c9c9d2098d4bb0ada921c3dd45b.00102741.html
vir/content/19/3/321,tier3-abstract,missing,tier3-abstract,abstract,yes,html/95be38d63b9a76587cd32c42adf0e5be33643c75.00102742.html
vir/content/19/3/329,tier3-abstract,missing,tier3-abstract,abstract,yes,html/80b6a4e6ea5e9c53bd66fd192434bbb72c6ebaab.00102743.html
vir/content/19/3/339,tier3-abstract,missing,tier3-abstract,abstract,yes,html/85d6c379a2f7039a46d174fe84eeeff50b128472.00102744.html
vir/content/19/3/353,tier3-abstract,missing,tier3-abstract,abstract,yes,html/688bf891eb137f2005fe5495e5aaabbb9300e88a.00102745.html
vir/content/19/3/369,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/19/3/381,tier3-abstract,missing,tier3-abstract,abstract,yes,html/23f8aea226ec8270467e61a70430d9312f0e0dd7.00102746.html
vir/content/19/3/391,tier2-pdf,tier3-abstract,tier2-pdf(abstract+pdf),summarized-pdf,no,html/34af249a6d64e6bc8cea80cb2e30cef9a5fc04a5.00102747.html
vir/content/19/3/397,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/369db312c2058ef74ed19e72d4b80e4f63b94fff.00102748.html
vir/content/19/3/405,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/b36f2fd7a1af02573ce5b2de8580885e4aaa7d30.00102749.html
vir/content/19/3/411,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2608deee0da96c4ac9fe0a868a9c4baffb1f4ad8.00102750.html
vir/content/19/3/423,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3ed6dfad4fea616e5ac3e01d2f3da11f575ebd4c.00102751.html
vir/content/2/1/191,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/2/1/203,tier3-abstract,missing,tier3-abstract,abstract,yes,html/cee75b614128e2e581a14a4ca5b81f3ba4da704a.00102797.html
vir/content/2/2/207,tier3-abstract,missing,tier3-abstract,abstract,yes,html/5839ee006f1d8bd9edd6bae627bd53fdfcdfa7ef.00102824.html
vir/content/2/2/215,tier3-abstract,missing,tier3-abstract,abstract,yes,html/d653a56ba6f77bac0aea1eb0be547b1691cbb3de.00102825.html
vir/content/2/2/231,tier3-abstract,missing,tier3-abstract,abstract,yes,html/245e10cec20b27b758d9e3752e0f4a152f958713.00102842.html
vir/content/2/2/243,tier3-abstract,missing,tier3-abstract,abstract,yes,html/424679c8c2557a012e52bd95541c156629bf869a.00102843.html
vir/content/2/2/251,tier3-abstract,missing,tier3-abstract,abstract,yes,html/986c543c63aae098f5918d8365c3cd33bed5e573.00102844.html
vir/content/2/2/269,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3c01e2eede337a5af16b23e950e31f8704ea9a8e.00102845.html
vir/content/2/2/273,tier3-abstract,missing,tier3-abstract,abstract,yes,html/fdf5e17137b99bc7614fd4511381c49a475dc63a.00102846.html
vir/content/2/2/285,tier3-abstract,missing,tier3-abstract,abstract,yes,html/83f59e95c42f7c88740781f1992436fbad7a31c0.00102847.html
vir/content/2/2/291,tier3-abstract,missing,tier3-abstract,abstract,yes,html/df2993045209159aadb0f0bc44cae338a1c75843.00102848.html
vir/content/2/2/297,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b2611da7caa8088d1277dde19919fbbbd95de266.00102849.html
vir/content/2/2/309,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ebf28f7a873f375fd728275635002389b2a5e56f.00102850.html
vir/content/2/2/313,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2d5b9cfa7b5e62b64f7d3e1960be7128dc566ca6.00102851.html
vir/content/2/2/317,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e015157d562550aef150041baa61d68791f82fea.00102852.html
vir/content/2/3/319,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8266a2d5beaf19d980bacef4294df94ce44ff3ee.00102872.html
vir/content/2/3/331,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/452b7ad0dc9e956d5a8ad843a1958454dee5c903.00102879.html
vir/content/2/3/341,tier3-abstract,missing,tier3-abstract,abstract,yes,html/c39fbdfed56769153946254681541359cec94c39.00102882.html
vir/content/2/3/347,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/e71e8f10f3c0bcc3fdfbb7ae8a94feebb782c5c1.00128528.pdf
vir/content/2/3/357,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/d4b1d813327ee7b0cdb8b46929aa4bdb985a2bcc.00102883.html
vir/content/2/3/377,tier3-abstract,missing,tier3-abstract,abstract,yes,html/711e7760ba174c984b7ccd84c29f984acdd62cc3.00102884.html
vir/content/2/3/385,tier3-abstract,missing,tier3-abstract,abstract,yes,html/61705e70da6f19d085e4baac91d265e606e30423.00102885.html
vir/content/2/3/395,tier4-stub,missing,tier4-stub,stub,yes,html/d08326d6e05cd7b7764450a80244e4bcd032a73f.00102886.html
vir/content/2/3/399,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4ec42a256d6eaed8369679d460f26c06f973a641.00102887.html
vir/content/2/3/427,tier4-stub,tier4-stub,tier4-stub,stub,yes,
vir/content/2/3/437,tier3-abstract,missing,tier3-abstract,abstract,yes,html/01c3d063ef9e0146abe06f4da8a4da392fbbb940.00102888.html
vir/content/2/3/443,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b4555c677815c3aaa5ee465c56221d9139430618.00102889.html
vir/content/2/3/445,tier3-abstract,missing,tier3-abstract,abstract,yes,html/9ec18efb705aa707d89a45a57b82a28fa2a4608d.00102890.html
vir/content/2/3/451,tier3-abstract,missing,tier3-abstract,abstract,yes,html/16bb85d773d54cfda7ccc8ba470d0a6595d544ae.00102891.html
vir/content/2/3/455,tier3-abstract,missing,tier3-abstract,abstract,yes,html/53d89b41ae5ec86555dadee145e4f32194fbe367.00102892.html
vir/content/2/3/461,tier3-abstract,missing,tier3-abstract,abstract,yes,html/eca33bfaf41e3f56c8459094d21c61ce8134526d.00102893.html
vir/content/2/3/465,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ab18dba094e53b8f1b81ae36227473858069d0be.00102894.html
vir/content/2/3/469,tier4-stub,missing,tier4-stub,stub,yes,
vir/content/2/3/473,tier4-stub,missing,tier4-stub,stub,yes,html/0a3a49e689869e3db4060baaa852e8fb15096c8e.00102895.html
vir/content/20/1/1,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2bff44b761825eab2f49f9e104b34201ea6218e6.00102752.html
